branch_id_1	branch_id_2	omega_no	ocn_no	omega_tip	ocn_tip	comparison	omega_zero	ocn_zero
51	111	0.5497	2.0207	0.5473	2.0207	no_vs_tip_invariant_sparse_fixed		
51	112	0.8157	5.3187	0.8023	5.3187	no_vs_tip_invariant_sparse_fixed		
51	113	1.0735	1.09	1.0887	1.09	no_vs_tip_invariant_sparse_fixed		
51	114	0.824	0.8301	0.8105	0.8301	no_vs_tip_invariant_sparse_fixed		
51	118	1.6324	0.9997	1.6332	0.9997	no_vs_tip_invariant_sparse_fixed		
51	119	0.0013	0.0004	0.0013	0.0004	no_vs_tip_invariant_sparse_fixed		
51	120	0.1921	0.0443	0.1898	0.0443	no_vs_tip_invariant_sparse_fixed		
51	121	1.4475	0.9945	1.4258	0.9945	no_vs_tip_invariant_sparse_fixed		
51	122	0.1499	0.288	0.1491	0.288	no_vs_tip_invariant_sparse_fixed		
51	123	0.4821	0.347	0.4779	0.347	no_vs_tip_invariant_sparse_fixed		
51	124	2.3881	0.9207	2.3679	0.9207	no_vs_tip_invariant_sparse_fixed		
51	125	6.6068	1.0602	6.5398	1.0602	no_vs_tip_invariant_sparse_fixed		
51	126	0.9465	0.3181	0.9356	0.3181	no_vs_tip_invariant_sparse_fixed		
51	127	1.7719	5.1251	1.7408	5.1251	no_vs_tip_invariant_sparse_fixed		
51	128	0.3652	2.245	0.3618	2.245	no_vs_tip_invariant_sparse_fixed		
51	129	2.2853	0.4098	2.261	0.4098	no_vs_tip_invariant_sparse_fixed		
51	130	3.0023	3.1813	2.9923	3.1813	no_vs_tip_invariant_sparse_fixed		
51	131	0.7608	1.1222	0.7589	1.1222	no_vs_tip_invariant_sparse_fixed		
51	132	1.1922	2.4806	1.181	2.4806	no_vs_tip_invariant_sparse_fixed		
51	133	1.3197	0.6772	1.307	0.6772	no_vs_tip_invariant_sparse_fixed		
51	134	0.9284	0.3267	0.919	0.3267	no_vs_tip_invariant_sparse_fixed		
51	135	1.2909	0.9248	1.2782	0.9248	no_vs_tip_invariant_sparse_fixed		
51	136	1.0283	0.8029	1.0177	0.8029	no_vs_tip_invariant_sparse_fixed		
51	137	0.7278	0.5356	0.7175	0.5356	no_vs_tip_invariant_sparse_fixed		
52	53	0.0478	0.0023	0.0474	0.0023	no_vs_tip_invariant_sparse_fixed		
52	54	2.244	1.4113	2.2346	1.4113	no_vs_tip_invariant_sparse_fixed		
52	55	1.0663	0.023	1.0564	0.023	no_vs_tip_invariant_sparse_fixed		
52	56	0.8293	0.0434	0.8336	0.0434	no_vs_tip_invariant_sparse_fixed		
52	57	4.3193	0.2103	4.3409	0.2103	no_vs_tip_invariant_sparse_fixed		
52	58	0.8131	0.0544	0.8106	0.0544	no_vs_tip_invariant_sparse_fixed		
52	59	1.2297	1.4251	1.2155	1.4251	no_vs_tip_invariant_sparse_fixed		
52	60	3.8325	1.3204	3.8271	1.3204	no_vs_tip_invariant_sparse_fixed		
52	61	0.2572	0.0315	0.2545	0.0315	no_vs_tip_invariant_sparse_fixed		
52	62	3.6868	0.8172	3.9024	0.8172	no_vs_tip_invariant_sparse_fixed		
52	63	5.2141	0.4796	5.2022	0.4796	no_vs_tip_invariant_sparse_fixed		
52	64	3.5082	0.6681	3.4846	0.6681	no_vs_tip_invariant_sparse_fixed		
52	65	0.0844	0.007	0.0847	0.007	no_vs_tip_invariant_sparse_fixed		
52	66	1.0315	0.007	1.0329	0.007	no_vs_tip_invariant_sparse_fixed		
52	67	4.2669	0.3334	4.2603	0.3334	no_vs_tip_invariant_sparse_fixed		
52	68	2.604	0.0638	2.601	0.0638	no_vs_tip_invariant_sparse_fixed		
52	69	0.1296	0.0442	0.1293	0.0442	no_vs_tip_invariant_sparse_fixed		
52	70	1.6172	0.0808	1.6177	0.0808	no_vs_tip_invariant_sparse_fixed		
52	71	0.0358	0.0038	0.0355	0.0038	no_vs_tip_invariant_sparse_fixed		
52	72	0.9326	0.1674	0.9259	0.1674	no_vs_tip_invariant_sparse_fixed		
52	73	1.059	0.387	1.0547	0.387	no_vs_tip_invariant_sparse_fixed		
52	74	0.0425	0.0002	0.0425	0.0002	no_vs_tip_invariant_sparse_fixed		
52	75	1.4495	0.0066	1.444	0.0066	no_vs_tip_invariant_sparse_fixed		
52	76	1.6542	0.0259	1.6414	0.0259	no_vs_tip_invariant_sparse_fixed		
52	77	0.4927	0.0211	0.4893	0.0211	no_vs_tip_invariant_sparse_fixed		
52	78	0.7128	0.1739	0.7093	0.1739	no_vs_tip_invariant_sparse_fixed		
52	79	0.6843	0.0114	0.6789	0.0114	no_vs_tip_invariant_sparse_fixed		
52	80	4.6483	0.2057	4.627	0.2057	no_vs_tip_invariant_sparse_fixed		
52	81	28.9959	0.8395	28.894	0.8395	no_vs_tip_invariant_sparse_fixed		
52	82	4.2153	0.0674	4.179	0.0674	no_vs_tip_invariant_sparse_fixed		
52	83	3.7461	1.0459	3.7376	1.0459	no_vs_tip_invariant_sparse_fixed		
52	84	1.2485	0.265	1.2489	0.265	no_vs_tip_invariant_sparse_fixed		
52	85	2.0783	0.3069	2.0693	0.3069	no_vs_tip_invariant_sparse_fixed		
52	86	1.0308	0.4874	1.0238	0.4874	no_vs_tip_invariant_sparse_fixed		
52	87	1.3491	0.2466	1.3513	0.2466	no_vs_tip_invariant_sparse_fixed		
52	88	1.7761	0.4182	1.7812	0.4182	no_vs_tip_invariant_sparse_fixed		
52	89	1.6075	1.2797	1.5735	1.2797	no_vs_tip_invariant_sparse_fixed		
52	90	0.9054	0.3012	0.8998	0.3012	no_vs_tip_invariant_sparse_fixed		
52	91	4.7579	0.2791	4.7091	0.2791	no_vs_tip_invariant_sparse_fixed		
52	92	0.144	0.0021	0.1426	0.0021	no_vs_tip_invariant_sparse_fixed		
52	93	0.5767	0.4252	0.5744	0.4252	no_vs_tip_invariant_sparse_fixed		
52	94	0.7819	0.856	0.7663	0.856	no_vs_tip_invariant_sparse_fixed		
52	95	2.4704	0.2728	2.4546	0.2728	no_vs_tip_invariant_sparse_fixed		
52	96	38.1312	0.2325	37.8312	0.2325	no_vs_tip_invariant_sparse_fixed		
52	97	0.1927	0.006	0.191	0.006	no_vs_tip_invariant_sparse_fixed		
52	98	0.0963	0.0153	0.0961	0.0153	no_vs_tip_invariant_sparse_fixed		
52	99	12.2922	1.388	12.1864	1.388	no_vs_tip_invariant_sparse_fixed		
52	100	1.4416	0.1271	1.4297	0.1271	no_vs_tip_invariant_sparse_fixed		
52	101	0.7437	0.0226	0.7329	0.0226	no_vs_tip_invariant_sparse_fixed		
52	102	0.562	0.0562	0.559	0.0562	no_vs_tip_invariant_sparse_fixed		
52	103	3.6969	0.6298	3.6726	0.6298	no_vs_tip_invariant_sparse_fixed		
52	104	5.6996	1.7141	5.689	1.7141	no_vs_tip_invariant_sparse_fixed		
52	105	0.3754	0.0443	0.3743	0.0443	no_vs_tip_invariant_sparse_fixed		
52	106	1.6478	0.3858	1.6441	0.3858	no_vs_tip_invariant_sparse_fixed		
52	107	1.64	0.2574	1.643	0.2574	no_vs_tip_invariant_sparse_fixed		
52	108	1.9194	1.5153	1.9315	1.5153	no_vs_tip_invariant_sparse_fixed		
52	109	1.6961	0.2606	1.7013	0.2606	no_vs_tip_invariant_sparse_fixed		
52	110	2.1486	1.5182	2.1431	1.5182	no_vs_tip_invariant_sparse_fixed		
52	111	0.5807	0.1685	0.5782	0.1685	no_vs_tip_invariant_sparse_fixed		
52	112	2.4584	2.8902	2.4312	2.8902	no_vs_tip_invariant_sparse_fixed		
52	113	1.135	0.6839	1.1335	0.6839	no_vs_tip_invariant_sparse_fixed		
52	118	0.0413	0.0009	0.041	0.0009	no_vs_tip_invariant_sparse_fixed		
52	119	0.0328	0.0022	0.0327	0.0022	no_vs_tip_invariant_sparse_fixed		
52	120	0.3944	0.0251	0.3905	0.0251	no_vs_tip_invariant_sparse_fixed		
52	121	0.6373	0.0978	0.6323	0.0978	no_vs_tip_invariant_sparse_fixed		
52	122	0.3846	0.0487	0.3833	0.0487	no_vs_tip_invariant_sparse_fixed		
52	123	1.0225	0.3758	1.0163	0.3758	no_vs_tip_invariant_sparse_fixed		
52	124	8.3059	0.7881	8.2491	0.7881	no_vs_tip_invariant_sparse_fixed		
52	125	11.2781	0.4667	11.2011	0.4667	no_vs_tip_invariant_sparse_fixed		
52	126	1.1334	0.0672	1.1239	0.0672	no_vs_tip_invariant_sparse_fixed		
52	127	1.4867	0.318	1.4722	0.318	no_vs_tip_invariant_sparse_fixed		
52	128	1.856	0.997	1.8437	0.997	no_vs_tip_invariant_sparse_fixed		
52	129	0.8392	0.0355	0.8311	0.0355	no_vs_tip_invariant_sparse_fixed		
52	130	1.2831	0.5545	1.2889	0.5545	no_vs_tip_invariant_sparse_fixed		
52	131	3.8952	0.9699	3.8948	0.9699	no_vs_tip_invariant_sparse_fixed		
52	132	5.5475	2.4612	5.4794	2.4612	no_vs_tip_invariant_sparse_fixed		
52	133	2.7911	0.6873	2.7932	0.6873	no_vs_tip_invariant_sparse_fixed		
52	134	1.7279	0.4084	1.7329	0.4084	no_vs_tip_invariant_sparse_fixed		
52	135	2.0831	0.8792	2.0894	0.8792	no_vs_tip_invariant_sparse_fixed		
52	136	2.2696	0.9642	2.2756	0.9642	no_vs_tip_invariant_sparse_fixed		
52	137	2.3553	1.0298	2.3604	1.0298	no_vs_tip_invariant_sparse_fixed		
53	54	1.1134	0.6897	1.101	0.6897	no_vs_tip_invariant_sparse_fixed		
53	55	7.6413	1.1481	7.6012	1.1481	no_vs_tip_invariant_sparse_fixed		
53	56	0.3406	0.8518	0.3424	0.8518	no_vs_tip_invariant_sparse_fixed		
53	57	0.0303	0.0129	0.0303	0.0129	no_vs_tip_invariant_sparse_fixed		
53	58	0.0811	0.0404	0.0811	0.0404	no_vs_tip_invariant_sparse_fixed		
53	59	0.0452	0.0174	0.0447	0.0174	no_vs_tip_invariant_sparse_fixed		
53	60	0.0351	0.0102	0.035	0.0102	no_vs_tip_invariant_sparse_fixed		
53	61	13.6062	1.4191	13.5755	1.4191	no_vs_tip_invariant_sparse_fixed		
53	62	0.0032	0.0059	0.0033	0.0059	no_vs_tip_invariant_sparse_fixed		
53	63	0.9129	0.0733	0.912	0.0733	no_vs_tip_invariant_sparse_fixed		
53	64	0.5888	0.0179	0.5824	0.0179	no_vs_tip_invariant_sparse_fixed		
53	65	16.1104	1.0407	15.9725	1.0407	no_vs_tip_invariant_sparse_fixed		
53	66	0.0009	0.0003	0.001	0.0003	no_vs_tip_invariant_sparse_fixed		
53	67	0.0014	0.0003	0.0014	0.0003	no_vs_tip_invariant_sparse_fixed		
53	68	5.0969	0.9703	4.9883	0.9703	no_vs_tip_invariant_sparse_fixed		
53	69	0.0618	0.0459	0.0617	0.0459	no_vs_tip_invariant_sparse_fixed		
53	70	1.4004	0.407	1.3968	0.407	no_vs_tip_invariant_sparse_fixed		
53	71	4.9565	0.9959	4.9535	0.9959	no_vs_tip_invariant_sparse_fixed		
53	72	4.1123	0.9538	4.0666	0.9538	no_vs_tip_invariant_sparse_fixed		
53	73	18.1784	1.9875	18.0152	1.9875	no_vs_tip_invariant_sparse_fixed		
53	74	0.9176	0.0002	0.9003	0.0002	no_vs_tip_invariant_sparse_fixed		
53	75	0.2508	0.003	0.2475	0.003	no_vs_tip_invariant_sparse_fixed		
53	76	0.1015	0.0076	0.101	0.0076	no_vs_tip_invariant_sparse_fixed		
53	77	0.5007	0.049	0.4972	0.049	no_vs_tip_invariant_sparse_fixed		
53	78	1.9106	0.8553	1.8984	0.8553	no_vs_tip_invariant_sparse_fixed		
53	79	0.0141	0.0016	0.0141	0.0016	no_vs_tip_invariant_sparse_fixed		
53	80	0.0055	0.0007	0.0055	0.0007	no_vs_tip_invariant_sparse_fixed		
53	81	14.6663	0.7449	14.6672	0.7449	no_vs_tip_invariant_sparse_fixed		
53	82	2.3832	0.1688	2.3832	0.1688	no_vs_tip_invariant_sparse_fixed		
53	83	3.6966	1.4028	3.6712	1.4028	no_vs_tip_invariant_sparse_fixed		
53	84	1.902	0.5732	1.898	0.5732	no_vs_tip_invariant_sparse_fixed		
53	85	0.0299	0.0049	0.0297	0.0049	no_vs_tip_invariant_sparse_fixed		
53	86	1.4217	0.613	1.4116	0.613	no_vs_tip_invariant_sparse_fixed		
53	87	5.2437	0.6736	5.2257	0.6736	no_vs_tip_invariant_sparse_fixed		
53	88	1.0448	0.0761	1.0427	0.0761	no_vs_tip_invariant_sparse_fixed		
53	89	4.7756	2.4012	4.7188	2.4012	no_vs_tip_invariant_sparse_fixed		
53	90	2.0995	1.7349	2.0855	1.7349	no_vs_tip_invariant_sparse_fixed		
53	91	5.961	0.97	5.9165	0.97	no_vs_tip_invariant_sparse_fixed		
53	92	0.0242	0.0009	0.0241	0.0009	no_vs_tip_invariant_sparse_fixed		
53	93	2.8876	1.0162	2.8525	1.0162	no_vs_tip_invariant_sparse_fixed		
53	94	17.0122	1.55	16.877	1.55	no_vs_tip_invariant_sparse_fixed		
53	95	8.4086	2.9803	8.3551	2.9803	no_vs_tip_invariant_sparse_fixed		
53	96	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
53	97	0.0022	0.0	0.0022	0.0	no_vs_tip_invariant_sparse_fixed		
53	98	1.9825	0.4749	1.9731	0.4749	no_vs_tip_invariant_sparse_fixed		
53	101	25.4691	0.991	25.3023	0.991	no_vs_tip_invariant_sparse_fixed		
53	102	0.1994	0.0246	0.1981	0.0246	no_vs_tip_invariant_sparse_fixed		
53	103	10.1082	3.7876	10.0504	3.7876	no_vs_tip_invariant_sparse_fixed		
53	104	0.0702	0.0155	0.0698	0.0155	no_vs_tip_invariant_sparse_fixed		
53	105	0.0811	0.0237	0.081	0.0237	no_vs_tip_invariant_sparse_fixed		
53	106	0.837	0.2472	0.8288	0.2472	no_vs_tip_invariant_sparse_fixed		
53	107	1.1889	0.0748	1.1801	0.0748	no_vs_tip_invariant_sparse_fixed		
53	108	2.6764	2.1222	2.6799	2.1222	no_vs_tip_invariant_sparse_fixed		
53	109	1.5023	0.0801	1.4933	0.0801	no_vs_tip_invariant_sparse_fixed		
53	110	3.023	0.9828	2.9899	0.9828	no_vs_tip_invariant_sparse_fixed		
53	111	5.8834	2.6133	5.8226	2.6133	no_vs_tip_invariant_sparse_fixed		
53	112	0.0816	0.1175	0.0797	0.1175	no_vs_tip_invariant_sparse_fixed		
53	113	0.2298	0.0238	0.2255	0.0238	no_vs_tip_invariant_sparse_fixed		
53	114	0.1955	0.0126	0.194	0.0126	no_vs_tip_invariant_sparse_fixed		
53	115	1.8358	0.0621	1.8276	0.0621	no_vs_tip_invariant_sparse_fixed		
53	116	1.4169	0.0748	1.4082	0.0748	no_vs_tip_invariant_sparse_fixed		
53	117	0.9715	0.1004	0.9661	0.1004	no_vs_tip_invariant_sparse_fixed		
53	118	1.5596	0.0914	1.5466	0.0914	no_vs_tip_invariant_sparse_fixed		
53	119	0.0093	0.0011	0.0093	0.0011	no_vs_tip_invariant_sparse_fixed		
53	120	7.897	0.8557	7.8911	0.8557	no_vs_tip_invariant_sparse_fixed		
53	121	2.6477	1.0755	2.6495	1.0755	no_vs_tip_invariant_sparse_fixed		
53	122	0.0601	0.0118	0.0599	0.0118	no_vs_tip_invariant_sparse_fixed		
53	123	4.6464	2.5133	4.6164	2.5133	no_vs_tip_invariant_sparse_fixed		
53	124	0.2508	0.0722	0.2493	0.0722	no_vs_tip_invariant_sparse_fixed		
53	125	0.3188	0.0715	0.3187	0.0715	no_vs_tip_invariant_sparse_fixed		
53	126	0.2244	0.0903	0.2244	0.0903	no_vs_tip_invariant_sparse_fixed		
53	129	5.333	0.4861	5.2863	0.4861	no_vs_tip_invariant_sparse_fixed		
53	130	0.0793	0.0091	0.0788	0.0091	no_vs_tip_invariant_sparse_fixed		
53	131	8.3579	0.9971	8.3237	0.9971	no_vs_tip_invariant_sparse_fixed		
53	132	5.3688	1.8085	5.331	1.8085	no_vs_tip_invariant_sparse_fixed		
54	55	0.1398	0.0048	0.1383	0.0048	no_vs_tip_invariant_sparse_fixed		
54	56	0.0013	0.0007	0.0013	0.0007	no_vs_tip_invariant_sparse_fixed		
54	57	0.0693	0.0734	0.0696	0.0734	no_vs_tip_invariant_sparse_fixed		
54	58	0.0327	0.0085	0.0323	0.0085	no_vs_tip_invariant_sparse_fixed		
54	59	0.7689	4.1618	0.7617	4.1618	no_vs_tip_invariant_sparse_fixed		
54	60	1.937	2.4786	1.9231	2.4786	no_vs_tip_invariant_sparse_fixed		
54	61	1.2337	2.8114	1.2225	2.8114	no_vs_tip_invariant_sparse_fixed		
54	62	0.114	0.0588	0.112	0.0588	no_vs_tip_invariant_sparse_fixed		
54	63	0.3898	0.1804	0.3857	0.1804	no_vs_tip_invariant_sparse_fixed		
54	64	0.269	1.0053	0.2684	1.0053	no_vs_tip_invariant_sparse_fixed		
54	65	98.5713	0.9912	97.9722	0.9912	no_vs_tip_invariant_sparse_fixed		
54	66	0.0875	0.0076	0.0872	0.0076	no_vs_tip_invariant_sparse_fixed		
54	67	2.9732	1.2664	2.9436	1.2664	no_vs_tip_invariant_sparse_fixed		
54	68	1.2673	1.9389	1.2548	1.9389	no_vs_tip_invariant_sparse_fixed		
54	69	1.6362	0.7018	1.6165	0.7018	no_vs_tip_invariant_sparse_fixed		
54	70	0.7912	0.303	0.7777	0.303	no_vs_tip_invariant_sparse_fixed		
54	71	0.3369	0.5159	0.3348	0.5159	no_vs_tip_invariant_sparse_fixed		
54	72	1.3896	1.4043	1.3743	1.4043	no_vs_tip_invariant_sparse_fixed		
54	73	0.7069	2.4009	0.7017	2.4009	no_vs_tip_invariant_sparse_fixed		
54	74	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
54	75	0.0006	0.0	0.0006	0.0	no_vs_tip_invariant_sparse_fixed		
54	76	0.0162	0.0011	0.016	0.0011	no_vs_tip_invariant_sparse_fixed		
54	77	0.6943	0.1415	0.6848	0.1415	no_vs_tip_invariant_sparse_fixed		
54	78	1.9623	3.0128	1.9343	3.0128	no_vs_tip_invariant_sparse_fixed		
54	79	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
54	80	0.0627	0.0596	0.0622	0.0596	no_vs_tip_invariant_sparse_fixed		
54	81	1.3344	0.2908	1.3186	0.2908	no_vs_tip_invariant_sparse_fixed		
54	82	7.4535	1.1056	7.4276	1.1056	no_vs_tip_invariant_sparse_fixed		
54	83	3.3125	2.8061	3.2832	2.8061	no_vs_tip_invariant_sparse_fixed		
54	84	1.5311	0.9761	1.5233	0.9761	no_vs_tip_invariant_sparse_fixed		
54	85	0.7835	1.0602	0.7624	1.0602	no_vs_tip_invariant_sparse_fixed		
54	86	1.2381	3.8849	1.2161	3.8849	no_vs_tip_invariant_sparse_fixed		
54	87	0.6374	0.4585	0.6355	0.4585	no_vs_tip_invariant_sparse_fixed		
54	88	0.9608	0.9483	0.951	0.9483	no_vs_tip_invariant_sparse_fixed		
54	89	1.1215	8.5764	1.113	8.5764	no_vs_tip_invariant_sparse_fixed		
54	90	0.925	2.6247	0.9208	2.6247	no_vs_tip_invariant_sparse_fixed		
54	91	0.0393	0.0331	0.039	0.0331	no_vs_tip_invariant_sparse_fixed		
54	92	2.0568	0.1779	2.0374	0.1779	no_vs_tip_invariant_sparse_fixed		
54	93	0.3914	3.2555	0.3862	3.2555	no_vs_tip_invariant_sparse_fixed		
54	94	2.4346	2.5628	2.3904	2.5628	no_vs_tip_invariant_sparse_fixed		
54	95	2.8745	4.4432	2.8581	4.4432	no_vs_tip_invariant_sparse_fixed		
54	96	0.0691	0.0235	0.0688	0.0235	no_vs_tip_invariant_sparse_fixed		
54	97	0.0015	0.0006	0.0015	0.0006	no_vs_tip_invariant_sparse_fixed		
54	98	0.9996	0.8969	0.9887	0.8969	no_vs_tip_invariant_sparse_fixed		
54	99	1.0612	1.172	1.0484	1.172	no_vs_tip_invariant_sparse_fixed		
54	100	2.5941	1.4982	2.5619	1.4982	no_vs_tip_invariant_sparse_fixed		
54	101	0.8642	1.149	0.8638	1.149	no_vs_tip_invariant_sparse_fixed		
54	102	1.7747	1.1211	1.7556	1.1211	no_vs_tip_invariant_sparse_fixed		
54	103	2.6225	2.2299	2.5961	2.2299	no_vs_tip_invariant_sparse_fixed		
54	104	1.3553	0.9165	1.353	0.9165	no_vs_tip_invariant_sparse_fixed		
54	105	1.6617	0.9419	1.6501	0.9419	no_vs_tip_invariant_sparse_fixed		
54	106	1.6084	4.3171	1.6023	4.3171	no_vs_tip_invariant_sparse_fixed		
54	107	2.2441	0.9456	2.2316	0.9456	no_vs_tip_invariant_sparse_fixed		
54	108	0.6005	3.213	0.5965	3.213	no_vs_tip_invariant_sparse_fixed		
54	109	2.1493	0.7427	2.1411	0.7427	no_vs_tip_invariant_sparse_fixed		
54	110	0.6053	4.1683	0.6031	4.1683	no_vs_tip_invariant_sparse_fixed		
54	111	0.4888	1.9809	0.4871	1.9809	no_vs_tip_invariant_sparse_fixed		
54	112	0.6787	7.9847	0.6717	7.9847	no_vs_tip_invariant_sparse_fixed		
54	113	0.2699	0.6119	0.2695	0.6119	no_vs_tip_invariant_sparse_fixed		
54	114	4.9752	2.5491	4.953	2.5491	no_vs_tip_invariant_sparse_fixed		
54	115	2.6635	1.3574	2.6656	1.3574	no_vs_tip_invariant_sparse_fixed		
54	116	2.9696	2.2866	2.9642	2.2866	no_vs_tip_invariant_sparse_fixed		
54	117	1.1048	1.1837	1.1037	1.1837	no_vs_tip_invariant_sparse_fixed		
54	118	0.8115	0.7544	0.8107	0.7544	no_vs_tip_invariant_sparse_fixed		
54	119	0.5444	0.1034	0.5391	0.1034	no_vs_tip_invariant_sparse_fixed		
54	120	0.2824	0.1536	0.2792	0.1536	no_vs_tip_invariant_sparse_fixed		
54	121	1.013	1.2068	0.9933	1.2068	no_vs_tip_invariant_sparse_fixed		
54	122	0.4836	1.327	0.4819	1.327	no_vs_tip_invariant_sparse_fixed		
54	123	1.3576	7.2814	1.3482	7.2814	no_vs_tip_invariant_sparse_fixed		
54	124	4.1074	2.0785	4.057	2.0785	no_vs_tip_invariant_sparse_fixed		
54	125	1.8832	0.4895	1.8621	0.4895	no_vs_tip_invariant_sparse_fixed		
54	126	3.9187	1.6002	3.8693	1.6002	no_vs_tip_invariant_sparse_fixed		
54	127	0.62	2.8243	0.6149	2.8243	no_vs_tip_invariant_sparse_fixed		
54	128	0.7137	4.6916	0.7031	4.6916	no_vs_tip_invariant_sparse_fixed		
54	129	2.5025	0.9984	2.4808	0.9984	no_vs_tip_invariant_sparse_fixed		
54	130	0.5628	1.333	0.5599	1.333	no_vs_tip_invariant_sparse_fixed		
54	131	1.6097	1.6936	1.6001	1.6936	no_vs_tip_invariant_sparse_fixed		
54	132	2.4457	5.5425	2.4039	5.5425	no_vs_tip_invariant_sparse_fixed		
54	133	1.3897	1.9491	1.3574	1.9491	no_vs_tip_invariant_sparse_fixed		
54	134	0.9158	0.8801	0.9146	0.8801	no_vs_tip_invariant_sparse_fixed		
54	135	0.5766	0.9158	0.5761	0.9158	no_vs_tip_invariant_sparse_fixed		
55	58	16.1917	0.1156	16.0742	0.1156	no_vs_tip_invariant_sparse_fixed		
55	59	0.0011	0.0003	0.0011	0.0003	no_vs_tip_invariant_sparse_fixed		
55	60	0.0588	0.0046	0.0583	0.0046	no_vs_tip_invariant_sparse_fixed		
55	61	0.0269	0.0021	0.0266	0.0021	no_vs_tip_invariant_sparse_fixed		
55	62	1.683	1.1755	1.7348	1.1755	no_vs_tip_invariant_sparse_fixed		
55	63	23.7517	0.9154	23.6404	0.9154	no_vs_tip_invariant_sparse_fixed		
55	64	0.1762	0.0002	0.1747	0.0002	no_vs_tip_invariant_sparse_fixed		
55	65	0.1661	0.0664	0.166	0.0664	no_vs_tip_invariant_sparse_fixed		
55	69	0.1821	0.5784	0.1836	0.5784	no_vs_tip_invariant_sparse_fixed		
55	71	0.94	0.0001	0.9345	0.0001	no_vs_tip_invariant_sparse_fixed		
55	72	18.4155	0.9941	18.2543	0.9941	no_vs_tip_invariant_sparse_fixed		
55	73	0.1273	0.0063	0.1259	0.0063	no_vs_tip_invariant_sparse_fixed		
55	74	1.136	0.0082	1.1309	0.0082	no_vs_tip_invariant_sparse_fixed		
55	75	960.0973	0.1485	949.2038	0.1485	no_vs_tip_invariant_sparse_fixed		
55	76	5.3081	0.0851	5.2805	0.0851	no_vs_tip_invariant_sparse_fixed		
55	77	2.3113	0.1497	2.2979	0.1497	no_vs_tip_invariant_sparse_fixed		
55	78	0.077	0.0654	0.0767	0.0654	no_vs_tip_invariant_sparse_fixed		
55	79	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
55	80	0.0036	0.0001	0.0036	0.0001	no_vs_tip_invariant_sparse_fixed		
55	81	0.025	0.0008	0.0248	0.0008	no_vs_tip_invariant_sparse_fixed		
55	82	0.6663	0.0111	0.6625	0.0111	no_vs_tip_invariant_sparse_fixed		
55	83	0.0376	0.0021	0.0373	0.0021	no_vs_tip_invariant_sparse_fixed		
55	84	0.2555	0.0213	0.2536	0.0213	no_vs_tip_invariant_sparse_fixed		
55	85	0.7132	0.0266	0.7073	0.0266	no_vs_tip_invariant_sparse_fixed		
55	86	0.0383	0.0466	0.038	0.0466	no_vs_tip_invariant_sparse_fixed		
55	87	0.0516	0.0071	0.0513	0.0071	no_vs_tip_invariant_sparse_fixed		
55	88	0.006	0.0002	0.0059	0.0002	no_vs_tip_invariant_sparse_fixed		
55	89	0.0028	0.0001	0.0028	0.0001	no_vs_tip_invariant_sparse_fixed		
55	90	0.0071	0.0006	0.0071	0.0006	no_vs_tip_invariant_sparse_fixed		
55	91	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
55	92	2.2151	0.0035	2.2037	0.0035	no_vs_tip_invariant_sparse_fixed		
55	93	0.0204	0.0028	0.0201	0.0028	no_vs_tip_invariant_sparse_fixed		
55	94	0.1525	0.0036	0.151	0.0036	no_vs_tip_invariant_sparse_fixed		
55	95	0.3032	0.0064	0.3014	0.0064	no_vs_tip_invariant_sparse_fixed		
55	96	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
55	97	0.0009	0.0	0.0009	0.0	no_vs_tip_invariant_sparse_fixed		
55	98	304.1636	1.9144	303.4402	1.9144	no_vs_tip_invariant_sparse_fixed		
55	101	0.4323	0.0001	0.4283	0.0001	no_vs_tip_invariant_sparse_fixed		
55	102	0.0008	0.0	0.0008	0.0	no_vs_tip_invariant_sparse_fixed		
55	103	7.9689	0.9861	7.8938	0.9861	no_vs_tip_invariant_sparse_fixed		
55	104	0.0	0.0	0.0	0.0	no_vs_tip_invariant_sparse_fixed		
55	105	0.0464	0.0039	0.0459	0.0039	no_vs_tip_invariant_sparse_fixed		
55	106	0.0189	0.0088	0.0189	0.0088	no_vs_tip_invariant_sparse_fixed		
55	107	0.0052	0.0008	0.0051	0.0008	no_vs_tip_invariant_sparse_fixed		
55	108	0.0019	0.0003	0.0019	0.0003	no_vs_tip_invariant_sparse_fixed		
55	109	0.0072	0.0008	0.0072	0.0008	no_vs_tip_invariant_sparse_fixed		
55	110	0.0022	0.0013	0.0022	0.0013	no_vs_tip_invariant_sparse_fixed		
55	111	0.2069	0.0335	0.2049	0.0335	no_vs_tip_invariant_sparse_fixed		
55	112	0.0004	0.0002	0.0004	0.0002	no_vs_tip_invariant_sparse_fixed		
55	113	0.1861	0.0312	0.1891	0.0312	no_vs_tip_invariant_sparse_fixed		
55	114	1.3934	0.0272	1.3801	0.0272	no_vs_tip_invariant_sparse_fixed		
55	115	0.3036	0.0032	0.3008	0.0032	no_vs_tip_invariant_sparse_fixed		
