branch_id_1	branch_id_2	is_fg	omegaCany2spe	ECNany2spe	ECSany2spe	method
32	53	N	0.0001	0.2727	2.1215	codon_model
32	54	N	1.4831	0.4589	4.4234	codon_model
32	55	N	4.9394	0.082	0.3461	codon_model
32	56	N	0.3566	0.0715	0.3677	codon_model
32	57	N	0.0007	0.0315	0.2165	codon_model
32	58	N	0.0003	0.1463	0.8996	codon_model
32	59	N	0.1292	0.3206	4.2833	codon_model
32	60	N	0.0002	0.2712	3.1203	codon_model
32	61	N	7.2512	0.2531	3.9738	codon_model
32	62	N	0.0392	0.1843	1.1299	codon_model
32	63	N	0.0225	0.1687	1.0207	codon_model
32	64	N	0.0	0.2275	2.9828	codon_model
32	65	N	0.0	0.0494	0.3071	codon_model
32	66	N	0.0001	0.0519	0.6361	codon_model
32	67	N	0.0178	0.1535	1.0161	codon_model
32	68	N	0.0013	0.0899	0.5378	codon_model
32	69	N	0.0	0.1646	0.8924	codon_model
32	70	N	0.0185	0.1067	0.7123	codon_model
32	71	N	0.0001	0.1759	1.7609	codon_model
32	72	N	0.0015	0.2371	2.9171	codon_model
32	73	N	0.0099	0.2548	3.9114	codon_model
32	74	N	1.4827	0.0229	0.1772	codon_model
32	75	N	0.6436	0.0631	0.4713	codon_model
32	76	N	0.0102	0.0586	1.0001	codon_model
32	77	N	0.0082	0.0809	1.3185	codon_model
32	78	N	0.0016	0.2281	2.3695	codon_model
32	79	N	0.0	0.0453	0.7716	codon_model
32	80	N	9.0223	0.0591	1.282	codon_model
32	81	N	0.0039	0.0247	0.7566	codon_model
32	82	N	0.0253	0.038	1.3969	codon_model
32	83	N	0.0075	0.1633	2.4952	codon_model
32	84	N	0.0073	0.0948	2.346	codon_model
32	85	N	0.0023	0.2035	2.271	codon_model
32	86	N	0.0067	0.219	2.5384	codon_model
32	87	N	0.0059	0.0913	3.1301	codon_model
32	88	N	0.009	0.0801	3.3255	codon_model
32	89	N	4.5864	0.374	3.3942	codon_model
32	90	N	1.28	0.4623	2.0326	codon_model
32	93	N	0.0019	0.4707	3.8232	codon_model
32	94	N	0.3316	0.1281	2.5145	codon_model
32	95	N	0.0453	0.3791	1.439	codon_model
32	96	N	0.3278	0.0637	1.3901	codon_model
32	97	N	0.0903	0.0524	0.7821	codon_model
32	98	N	0.0001	0.1634	0.8403	codon_model
32	99	N	0.0002	0.364	2.389	codon_model
32	100	N	0.9988	0.2046	2.1544	codon_model
32	101	N	0.0	0.0579	0.5213	codon_model
32	102	N	0.0	0.1588	1.1482	codon_model
32	103	N	0.0	0.3097	1.8036	codon_model
32	104	N	0.0	0.1567	1.1205	codon_model
32	105	N	0.0	0.1302	1.328	codon_model
32	106	N	0.0025	0.2445	2.138	codon_model
32	107	N	0.0005	0.1001	1.56	codon_model
32	108	N	0.0	0.3208	2.5747	codon_model
32	109	N	0.0003	0.0808	1.5329	codon_model
32	110	N	0.0001	0.3497	3.5837	codon_model
32	111	N	0.0001	0.3035	2.7277	codon_model
32	112	N	0.0001	0.6194	4.6164	codon_model
32	113	N	0.0027	0.2174	2.9974	codon_model
32	114	N	0.4659	0.1054	2.2202	codon_model
32	115	N	0.2633	0.0726	2.2304	codon_model
32	116	N	0.3082	0.1249	2.8198	codon_model
32	117	N	0.0147	0.1065	3.3991	codon_model
32	118	N	0.0007	0.0534	1.5825	codon_model
32	119	N	5.3209	0.2245	2.8527	codon_model
32	122	N	0.1021	0.2022	1.2527	codon_model
32	123	N	0.8377	0.4276	1.944	codon_model
32	124	N	0.5224	0.2275	1.1608	codon_model
32	125	N	0.0396	0.1053	1.2623	codon_model
32	126	N	0.1154	0.1932	1.9844	codon_model
32	127	N	0.4316	0.377	5.5738	codon_model
32	129	N	0.0153	0.0966	1.0483	codon_model
32	130	N	9.2615	0.14	2.2609	codon_model
32	131	N	0.3748	0.2003	2.6817	codon_model
32	132	N	0.0038	0.2744	4.0622	codon_model
33	34	N	2.5865	0.3109	1.6103	codon_model
33	35	N	1.5432	0.9465	2.8479	codon_model
33	38	N	5.4556	0.3243	3.1188	codon_model
33	39	N	4.5555	0.3995	5.274	codon_model
33	40	Y	6.456	0.5073	1.5214	codon_model
33	41	N	10.5186	0.1237	0.2736	codon_model
33	42	N	0.1067	0.0312	0.7278	codon_model
33	43	N	0.0715	0.0003	0.025	codon_model
33	44	N	28.5103	0.0304	0.9766	codon_model
33	45	N	0.1495	0.0327	0.5012	codon_model
33	46	N	3.4503	0.2171	3.5318	codon_model
33	47	N	0.0021	0.2038	3.5927	codon_model
33	48	N	8.621	0.3536	5.3027	codon_model
33	49	N	1.4044	0.3154	5.754	codon_model
33	50	N	2.3267	0.548	6.1242	codon_model
33	51	N	3.2585	0.6241	5.9054	codon_model
33	52	N	5.347	0.2178	4.1418	codon_model
33	53	N	1.9798	0.5489	3.1809	codon_model
33	54	N	1.1778	0.9667	7.4382	codon_model
33	55	N	2650.2594	0.2235	0.7916	codon_model
33	56	N	0.1044	0.1969	0.8981	codon_model
33	57	N	0.1165	0.0859	0.501	codon_model
33	58	N	0.1503	0.3618	1.4625	codon_model
33	59	N	2.0249	0.6462	7.1342	codon_model
33	60	N	0.033	0.678	5.2081	codon_model
33	61	N	1.5907	0.3206	3.6398	codon_model
33	62	N	4.6665	0.4437	1.8781	codon_model
33	63	N	0.6677	0.3899	1.6534	codon_model
33	64	N	0.1498	0.5279	4.7434	codon_model
33	65	N	0.0001	0.1346	0.7022	codon_model
33	66	N	0.0202	0.135	0.9635	codon_model
33	67	N	0.4186	0.357	1.6452	codon_model
33	68	N	0.0008	0.1563	0.9763	codon_model
33	69	N	0.0001	0.3634	1.8231	codon_model
33	70	N	0.0339	0.1948	1.4486	codon_model
33	71	N	0.4116	0.36	2.4414	codon_model
33	72	N	2.2021	0.547	4.6369	codon_model
33	73	N	1.1922	0.632	6.4562	codon_model
33	74	N	0.0144	0.0622	0.3577	codon_model
33	75	N	0.003	0.093	1.0499	codon_model
33	76	N	0.2721	0.1094	2.4016	codon_model
33	77	N	5.8335	0.1703	3.1316	codon_model
33	78	N	3.8058	0.6169	5.386	codon_model
33	79	N	0.0637	0.5612	4.9857	codon_model
33	80	N	1.1541	0.7424	7.8638	codon_model
33	85	N	0.2275	0.5516	5.1875	codon_model
33	86	N	2.3967	0.665	5.924	codon_model
33	89	N	4.3679	0.77	5.8902	codon_model
33	90	N	0.1127	0.8689	2.8638	codon_model
33	91	N	22.8752	0.1898	1.6946	codon_model
33	92	N	0.0151	0.0742	1.317	codon_model
33	93	N	1.3841	0.9364	6.5249	codon_model
33	94	N	0.2051	0.2673	4.5332	codon_model
33	95	N	0.0995	0.7481	2.037	codon_model
33	96	N	43.5397	0.1427	1.0513	codon_model
33	97	N	0.0076	0.1077	1.4793	codon_model
33	98	N	3.227	0.3519	1.7562	codon_model
33	99	N	4.0029	0.7176	3.5383	codon_model
33	100	N	1.5192	0.4023	3.1204	codon_model
33	101	N	5.969	0.1312	0.811	codon_model
33	102	N	5.5112	0.3923	1.7111	codon_model
33	103	N	1.7795	0.6313	2.9078	codon_model
33	104	N	2.6175	0.3876	1.6585	codon_model
33	105	N	0.287	0.2733	2.1173	codon_model
33	106	N	0.1924	0.5161	3.4907	codon_model
33	107	N	0.4557	0.228	2.5029	codon_model
33	108	N	0.0004	0.6655	4.2596	codon_model
33	109	N	0.5645	0.1894	2.456	codon_model
33	110	N	1.0831	0.7172	5.9779	codon_model
33	111	N	5.9897	0.643	4.7127	codon_model
33	112	N	0.9413	1.3045	7.7848	codon_model
33	113	N	0.7615	0.4581	5.2342	codon_model
33	114	N	2.9008	0.2146	4.0042	codon_model
33	115	N	0.1487	0.1571	4.0723	codon_model
33	116	N	0.0858	0.2736	4.7392	codon_model
33	117	N	0.0696	0.2376	5.6352	codon_model
33	118	N	2482.0004	0.1245	1.2652	codon_model
33	119	N	29.768	0.1076	1.7259	codon_model
33	120	N	0.0932	0.2118	2.9523	codon_model
33	121	N	0.3869	0.4203	5.3911	codon_model
33	122	N	1.2314	0.4133	1.7682	codon_model
33	123	N	11.6475	0.8046	2.7412	codon_model
33	124	N	29.5463	0.5167	1.6275	codon_model
33	125	N	18.8294	0.2302	1.7603	codon_model
33	126	N	2.4414	0.3811	2.894	codon_model
33	127	N	3.0106	0.6188	6.7259	codon_model
33	128	N	2.5096	0.9485	7.0672	codon_model
33	129	N	0.0004	0.1966	1.9004	codon_model
33	130	N	0.3495	0.3196	3.9764	codon_model
33	131	N	2.9359	0.5396	4.4925	codon_model
33	132	N	2.5703	0.6836	6.4174	codon_model
33	133	N	2.6144	0.3463	5.7494	codon_model
33	134	N	1.4977	0.2906	5.7019	codon_model
34	38	N	0.0003	0.1034	1.3056	codon_model
34	39	N	0.0014	0.1626	1.5345	codon_model
34	40	N	0.0148	0.115	0.4395	codon_model
34	41	N	0.0	0.0281	0.0841	codon_model
34	42	N	0.0	0.0074	0.2178	codon_model
34	43	N	0.1738	0.0001	0.0087	codon_model
34	44	N	0.044	0.0067	0.2732	codon_model
34	45	N	0.0025	0.0077	0.1492	codon_model
34	46	N	0.02	0.0457	0.9434	codon_model
34	47	N	0.0043	0.0426	0.9627	codon_model
34	48	N	0.0627	0.0892	1.5556	codon_model
34	49	N	41.7814	0.0806	1.6942	codon_model
34	50	N	2.4485	0.1647	1.7754	codon_model
34	51	N	3.7565	0.1497	1.6804	codon_model
34	52	N	6.2309	0.0526	1.1378	codon_model
34	53	N	5.0775	0.138	0.9475	codon_model
34	54	N	7.2977	0.253	2.1754	codon_model
34	55	N	1.7887	0.0793	0.3462	codon_model
34	56	N	0.4973	0.0689	0.4256	codon_model
34	57	N	0.078	0.0302	0.2164	codon_model
34	58	N	0.5902	0.0808	0.2717	codon_model
34	59	N	0.3555	0.1708	2.2309	codon_model
34	60	N	0.1958	0.1909	1.5291	codon_model
34	61	N	0.0136	0.0803	1.1883	codon_model
34	62	N	1.3214	0.0996	0.4085	codon_model
34	63	N	7.5488	0.0866	0.3536	codon_model
34	64	N	3.3745	0.22	1.346	codon_model
34	65	N	0.2188	0.0471	0.3142	codon_model
34	66	N	0.0991	0.0246	0.0817	codon_model
34	67	N	7.1037	0.079	0.3509	codon_model
34	68	N	0.0047	0.0541	0.5069	codon_model
34	69	N	0.0005	0.1256	0.9029	codon_model
34	70	N	0.0179	0.0682	0.7154	codon_model
34	71	N	0.3566	0.1078	0.7152	codon_model
34	72	N	16.6922	0.224	1.3125	codon_model
34	73	N	2.69	0.2117	1.8657	codon_model
34	74	N	0.0	0.0254	0.1861	codon_model
34	75	N	0.0	0.0254	0.3391	codon_model
34	76	N	0.3517	0.0375	1.0242	codon_model
34	77	N	1.7458	0.0592	1.255	codon_model
34	78	N	7.5481	0.2542	2.1849	codon_model
34	79	N	0.0011	0.067	0.6626	codon_model
34	80	N	1.3713	0.1384	1.2206	codon_model
34	85	N	0.13	0.2352	2.1001	codon_model
34	86	N	0.085	0.2774	2.2963	codon_model
34	89	N	2.4007	0.1739	1.651	codon_model
34	90	N	0.017	0.2064	0.9057	codon_model
34	91	N	2.0684	0.046	0.4941	codon_model
34	92	N	0.0021	0.0184	0.4064	codon_model
34	93	N	7.3287	0.2494	1.8991	codon_model
34	94	N	11.3234	0.0757	1.2776	codon_model
34	95	N	0.9528	0.2064	0.5984	codon_model
34	96	N	0.0008	0.0712	0.3266	codon_model
34	97	N	0.0135	0.0253	0.4473	codon_model
34	98	N	0.0427	0.1224	0.8597	codon_model
34	99	N	0.0393	0.1765	1.0565	codon_model
34	100	N	6.4492	0.1167	0.9379	codon_model
34	101	N	0.64	0.0336	0.3085	codon_model
34	102	N	4.1034	0.1554	0.6699	codon_model
34	103	N	0.0	0.2069	1.0242	codon_model
34	104	N	0.1909	0.1544	0.6553	codon_model
34	105	N	0.2193	0.1306	0.8043	codon_model
34	106	N	0.2496	0.1178	1.1981	codon_model
34	107	N	2.4176	0.0503	0.9081	codon_model
34	108	N	0.0192	0.1499	1.4103	codon_model
34	109	N	2.7822	0.0415	0.8947	codon_model
34	110	N	0.1682	0.1727	1.8148	codon_model
34	111	N	0.0692	0.2027	1.366	codon_model
34	112	N	0.1833	0.3473	2.2477	codon_model
34	113	N	19.6353	0.1019	1.4484	codon_model
34	114	N	14.7891	0.0519	1.0957	codon_model
34	115	N	17.2481	0.0507	1.1372	codon_model
34	116	N	1.4343	0.0721	1.4623	codon_model
34	117	N	2.7354	0.0798	1.7092	codon_model
34	118	N	5.2299	0.0669	0.3873	codon_model
34	119	N	162.1776	0.0266	0.523	codon_model
34	120	N	0.4958	0.0539	0.9953	codon_model
34	121	N	15.953	0.1606	1.7422	codon_model
34	122	N	0.0198	0.1299	0.5155	codon_model
34	123	N	0.0864	0.1918	0.8693	codon_model
34	124	N	0.173	0.2041	0.5236	codon_model
34	125	N	7.1308	0.0785	0.5061	codon_model
34	126	N	0.0885	0.1119	0.8702	codon_model
34	127	N	0.0336	0.205	2.1018	codon_model
34	128	N	0.7308	0.2552	2.0747	codon_model
34	129	N	0.0	0.045	0.573	codon_model
34	130	N	0.0008	0.1327	1.1454	codon_model
34	131	N	0.3785	0.1604	1.3227	codon_model
34	132	N	0.0302	0.1971	1.8978	codon_model
34	133	N	0.0422	0.1509	1.6664	codon_model
34	134	N	0.7919	0.1394	1.6538	codon_model
35	38	N	3.4589	0.5631	2.5368	codon_model
35	39	N	34.3197	0.4232	2.8911	codon_model
35	40	Y	447.8841	0.6561	0.8821	codon_model
35	41	N	0.0	0.1604	0.1716	codon_model
35	42	N	0.0	0.0417	0.4322	codon_model
35	43	N	0.0	0.0003	0.0214	codon_model
35	44	N	0.0001	0.0375	0.5531	codon_model
35	45	N	80.7629	0.0436	0.2956	codon_model
35	46	N	0.0545	0.2591	2.0284	codon_model
35	47	N	1.6957	0.2416	2.0661	codon_model
35	48	N	21.5826	0.4446	3.1765	codon_model
35	49	N	1.0941	0.395	3.4586	codon_model
35	50	N	3.7701	0.7184	3.5962	codon_model
35	51	N	4.7905	0.7206	3.3932	codon_model
35	52	N	11.5187	0.2694	2.2496	codon_model
35	53	N	3.3429	0.567	1.7651	codon_model
35	54	N	4.936	1.1907	4.2834	codon_model
35	55	N	3.6745	0.4424	0.701	codon_model
35	56	N	97.1937	0.3903	0.8099	codon_model
35	57	N	4.1932	0.1699	0.4495	codon_model
35	58	N	0.0202	0.321	0.5441	codon_model
35	59	N	0.0683	0.7977	4.2944	codon_model
35	60	N	2.7705	0.7234	3.0951	codon_model
35	61	N	0.3517	0.3947	2.4104	codon_model
35	62	N	334.7174	0.4287	0.8141	codon_model
35	63	N	0.3186	0.3855	0.7006	codon_model
35	64	N	0.0189	0.6554	2.7066	codon_model
35	65	N	42.0494	0.2662	0.6436	codon_model
35	66	N	0.585	0.0412	0.1729	codon_model
35	67	N	43.3122	0.3424	0.6953	codon_model
35	68	N	0.1563	0.3126	1.0074	codon_model
35	69	N	1.1441	0.7231	1.7942	codon_model
35	70	N	5.3872	0.3884	1.4017	codon_model
35	71	N	0.0075	0.4269	1.4307	codon_model
35	72	N	2.2809	0.6797	2.6418	codon_model
35	73	N	4.1411	0.7194	3.6658	codon_model
35	74	N	0.0	0.1279	0.3385	codon_model
35	75	N	0.0	0.1265	0.6231	codon_model
35	76	N	0.1245	0.1862	1.9252	codon_model
35	77	N	5.0065	0.2894	2.4238	codon_model
35	78	N	4.8104	1.0474	4.3024	codon_model
35	79	N	20.0134	0.1812	1.1865	codon_model
35	80	N	0.7903	0.2905	2.2062	codon_model
35	85	N	1.6341	0.9327	4.1077	codon_model
35	86	N	3.3031	1.1268	4.5426	codon_model
35	89	N	8.9754	0.9618	3.3951	codon_model
35	90	N	72.1893	1.1188	1.7517	codon_model
35	91	N	20.4943	0.2465	0.9869	codon_model
35	92	N	0.4209	0.0754	0.7781	codon_model
35	93	N	3.1785	1.2208	3.8631	codon_model
35	94	N	10.9695	0.3339	2.5014	codon_model
35	95	N	21.6855	0.9366	1.1998	codon_model
35	96	N	0.5771	0.1651	0.6276	codon_model
35	97	N	0.1914	0.1453	0.9194	codon_model
35	98	N	0.0035	0.6999	1.6887	codon_model
35	99	N	0.5583	0.7911	1.9825	codon_model
35	100	N	2.4416	0.429	1.8138	codon_model
35	101	N	6.937	0.1678	0.6001	codon_model
35	102	N	4.9216	0.532	1.3009	codon_model
35	103	N	70.6525	0.8475	2.0485	codon_model
35	104	N	8.416	0.5259	1.2695	codon_model
35	105	N	1.3706	0.3845	1.5724	codon_model
35	106	N	6.9148	0.6591	2.3761	codon_model
35	107	N	4.4134	0.2786	1.7493	codon_model
35	108	N	5.7067	0.8496	2.8287	codon_model
35	109	N	5.5365	0.2284	1.7205	codon_model
35	110	N	1.8492	0.8907	3.5957	codon_model
35	111	N	10.1305	0.8194	2.793	codon_model
35	112	N	0.3872	1.6229	4.4693	codon_model
35	113	N	21.3495	0.5536	2.9661	codon_model
35	114	N	1.1672	0.2652	2.1589	codon_model
35	115	N	4.5043	0.1908	2.1968	codon_model
35	116	N	1.4014	0.3145	2.8101	codon_model
35	117	N	1.3341	0.2779	3.2777	codon_model
35	118	N	0.0	0.1413	0.7535	codon_model
35	119	N	0.0704	0.1193	1.0242	codon_model
35	120	N	0.0928	0.252	2.0051	codon_model
35	121	N	0.6406	0.5037	3.5285	codon_model
35	122	N	10.8866	0.5002	1.036	codon_model
35	123	N	7.6376	1.0347	1.6799	codon_model
35	124	N	21.6048	0.6422	1.0187	codon_model
35	125	N	7.4347	0.2564	1.0284	codon_model
35	126	N	2.2011	0.4012	1.6806	codon_model
35	127	N	0.5085	0.7626	4.284	codon_model
35	128	N	3.6491	1.0949	4.1585	codon_model
35	129	N	0.309	0.258	1.1773	codon_model
35	130	N	2.5511	0.4053	2.3318	codon_model
35	131	N	7.9576	0.5429	2.6569	codon_model
35	132	N	3.1464	0.7508	3.7595	codon_model
35	133	N	4.5008	0.3522	3.2224	codon_model
35	134	N	6.5463	0.2833	3.1611	codon_model
36	38	N	0.0356	0.077	2.609	codon_model
36	39	N	0.0022	0.2189	4.6053	codon_model
36	40	N	1.4514	0.1307	1.2877	codon_model
36	41	N	0.0	0.0319	0.2292	codon_model
36	42	N	0.0003	0.0079	0.6137	codon_model
36	43	N	0.0038	0.0001	0.0195	codon_model
36	44	N	0.0019	0.0078	0.8279	codon_model
36	45	N	0.1986	0.0083	0.4227	codon_model
36	46	N	0.0174	0.0679	3.0132	codon_model
36	47	N	0.0434	0.0645	3.0642	codon_model
36	48	N	0.0167	0.1099	4.5213	codon_model
36	49	N	0.717	0.1003	4.8916	codon_model
36	50	N	0.4609	0.155	5.2103	codon_model
36	51	N	0.1505	0.2346	5.0198	codon_model
36	52	N	2.3925	0.069	3.5598	codon_model
36	53	N	0.0069	0.2349	2.7109	codon_model
36	54	N	3.1597	0.3031	6.3255	codon_model
36	55	N	0.0335	0.051	0.6634	codon_model
36	56	N	0.0259	0.0444	0.7629	codon_model
36	57	N	0.0161	0.0193	0.4189	codon_model
36	58	N	0.0347	0.172	1.261	codon_model
36	59	N	0.1652	0.1932	6.0519	codon_model
36	60	N	0.0513	0.3017	4.3954	codon_model
36	61	N	0.033	0.09	3.0414	codon_model
36	62	N	0.7029	0.1927	1.6126	codon_model
36	63	N	3.1701	0.1632	1.4131	codon_model
36	64	N	2.352	0.216	4.025	codon_model
36	65	N	3.0341	0.0301	0.5843	codon_model
36	66	N	0.003	0.0985	0.8395	codon_model
36	67	N	2.2897	0.1548	1.4062	codon_model
36	68	N	0.0037	0.034	0.7848	codon_model
36	69	N	0.0019	0.0796	1.4866	codon_model
36	70	N	0.0245	0.0437	1.1888	codon_model
36	71	N	0.0268	0.1353	2.0489	codon_model
36	72	N	0.4832	0.2209	3.9364	codon_model
36	73	N	2.2112	0.2732	5.5205	codon_model
36	74	N	0.0108	0.015	0.3012	codon_model
36	75	N	0.0016	0.0228	0.9121	codon_model
36	76	N	0.0154	0.0285	2.033	codon_model
36	77	N	0.267	0.0428	2.6498	codon_model
36	78	N	0.498	0.1831	4.531	codon_model
36	79	N	0.0211	0.4967	4.815	codon_model
36	80	N	0.8349	0.6569	7.5332	codon_model
36	85	N	0.0547	0.1691	4.3855	codon_model
36	86	N	0.5337	0.2041	4.988	codon_model
36	89	N	7.16	0.2158	4.9884	codon_model
36	90	N	0.2959	0.2271	2.3937	codon_model
36	91	N	3.5671	0.0499	1.4344	codon_model
36	92	N	1.2371	0.0272	1.1322	codon_model
36	93	N	0.6437	0.252	5.5346	codon_model
36	94	N	11.0546	0.0864	3.8966	codon_model
36	95	N	1.7102	0.2346	1.7025	codon_model
36	96	N	2.5394	0.0725	0.8991	codon_model
36	97	N	0.0055	0.027	1.2586	codon_model
36	98	N	0.006	0.0782	1.4429	codon_model
36	99	N	0.0289	0.2756	3.0114	codon_model
36	100	N	0.4658	0.178	2.6366	codon_model
36	101	N	4.0619	0.0391	0.6742	codon_model
36	102	N	3.7171	0.127	1.4167	codon_model
36	103	N	0.256	0.1867	2.4274	codon_model
36	104	N	0.2707	0.1258	1.3727	codon_model
36	105	N	0.1822	0.0952	1.7678	codon_model
36	106	N	0.1305	0.1451	2.8966	codon_model
36	107	N	0.101	0.071	2.0787	codon_model
36	108	N	0.0637	0.1812	3.5427	codon_model
36	109	N	0.055	0.0613	2.0396	codon_model
36	110	N	0.2426	0.2039	5.039	codon_model
36	111	N	0.3178	0.2058	3.9968	codon_model
36	112	N	0.3149	0.4036	6.6022	codon_model
36	113	N	2.6065	0.1389	4.4517	codon_model
36	114	N	0.277	0.0682	3.447	codon_model
36	115	N	0.1944	0.0591	3.5207	codon_model
36	116	N	18.8007	0.0941	4.0278	codon_model
36	117	N	0.5727	0.087	4.8156	codon_model
36	118	N	2.7654	0.0678	1.0783	codon_model
36	119	N	7.7866	0.0359	1.4734	codon_model
36	120	N	1.6332	0.0619	2.4672	codon_model
36	121	N	1.0323	0.1663	4.5488	codon_model
36	122	N	0.0246	0.1467	1.4774	codon_model
36	123	N	5.6498	0.2108	2.2901	codon_model
36	124	N	8.8723	0.1969	1.3463	codon_model
36	125	N	9.2829	0.103	1.4727	codon_model
36	126	N	0.7717	0.1729	2.4455	codon_model
36	127	N	0.2792	0.2159	5.6491	codon_model
36	128	N	0.9366	0.3558	5.9792	codon_model
36	129	N	0.0091	0.0497	1.6095	codon_model
36	130	N	0.0195	0.1263	3.3931	codon_model
36	131	N	0.1115	0.2699	3.8092	codon_model
36	132	N	0.8175	0.2939	5.4627	codon_model
36	133	N	0.8761	0.2053	4.9606	codon_model
36	134	N	2.3688	0.193	4.943	codon_model
37	38	N	1.7945	0.0653	2.3201	codon_model
37	39	N	0.016	0.1884	4.2231	codon_model
37	40	N	4.9291	0.1188	1.1506	codon_model
37	41	N	15.5549	0.029	0.2071	codon_model
37	42	N	0.0012	0.0072	0.5295	codon_model
37	43	N	0.3026	0.0001	0.0169	codon_model
37	44	N	0.1159	0.007	0.7328	codon_model
37	45	N	0.0367	0.0075	0.3557	codon_model
37	46	N	0.0539	0.065	2.6777	codon_model
37	47	N	5.4087	0.0619	2.7244	codon_model
37	48	N	0.3077	0.1113	3.9419	codon_model
37	49	N	6.5887	0.1026	4.289	codon_model
37	50	N	2.4011	0.1534	4.675	codon_model
37	51	N	1.1526	0.2222	4.5012	codon_model
37	52	N	8.0648	0.0771	3.183	codon_model
37	53	N	0.0087	0.2111	2.4723	codon_model
37	54	N	1.023	0.2841	5.6064	codon_model
37	55	N	0.3986	0.0465	0.5699	codon_model
37	56	N	0.9234	0.0528	0.6141	codon_model
37	57	N	4.4451	0.0217	0.3674	codon_model
37	58	N	0.0426	0.185	1.1697	codon_model
37	59	N	0.8608	0.1866	5.3232	codon_model
37	60	N	0.8217	0.246	4.0527	codon_model
37	61	N	0.8199	0.0762	2.7001	codon_model
37	62	N	1.9714	0.2032	1.4832	codon_model
37	63	N	2.0321	0.1683	1.2922	codon_model
37	64	N	2.016	0.1307	3.6736	codon_model
37	65	N	0.0204	0.0316	0.51	codon_model
37	66	N	0.1353	0.1066	0.7853	codon_model
37	67	N	1.8583	0.1609	1.286	codon_model
37	68	N	0.0342	0.0316	0.6726	codon_model
37	69	N	0.0031	0.0739	1.278	codon_model
37	70	N	0.208	0.0396	0.9896	codon_model
37	71	N	0.2178	0.1415	1.9003	codon_model
37	72	N	2.2344	0.1353	3.5951	codon_model
37	73	N	1.4228	0.2346	5.0394	codon_model
37	74	N	0.0025	0.0134	0.2774	codon_model
37	75	N	0.0001	0.0196	0.8479	codon_model
37	76	N	0.1642	0.0215	1.8342	codon_model
37	77	N	0.2834	0.035	2.3829	codon_model
37	78	N	0.2518	0.1626	4.0895	codon_model
37	79	N	0.0875	0.5223	4.8619	codon_model
37	85	N	1.2313	0.1499	3.9766	codon_model
37	86	N	0.5116	0.1825	4.4787	codon_model
37	89	N	0.5707	0.179	4.4724	codon_model
37	90	N	0.0594	0.2051	2.141	codon_model
37	91	N	0.3011	0.0454	1.3021	codon_model
37	92	N	0.1242	0.0156	1.0074	codon_model
37	93	N	0.138	0.2405	4.9669	codon_model
37	94	N	2.0238	0.0938	3.4895	codon_model
37	95	N	0.0621	0.1683	1.5216	codon_model
37	96	N	7.7501	0.0233	0.812	codon_model
37	97	N	0.0137	0.0246	1.1428	codon_model
37	98	N	0.2744	0.0718	1.2104	codon_model
37	99	N	0.2485	0.2481	2.7412	codon_model
37	100	N	1.3958	0.1694	2.4264	codon_model
37	101	N	5.6749	0.0311	0.5901	codon_model
37	102	N	10.0388	0.0959	1.2244	codon_model
37	103	N	0.7132	0.1503	2.1123	codon_model
37	104	N	11.5286	0.0948	1.1847	codon_model
37	105	N	1.7208	0.0687	1.5112	codon_model
37	106	N	0.3938	0.1245	2.5853	codon_model
37	107	N	2.1024	0.0545	1.8483	codon_model
37	108	N	0.0514	0.1542	3.1717	codon_model
37	109	N	0.6952	0.0458	1.8129	codon_model
37	110	N	1.1985	0.2002	4.4885	codon_model
37	111	N	0.8274	0.1878	3.7022	codon_model
37	112	N	2.459	0.3605	5.8927	codon_model
37	113	N	0.4403	0.108	3.989	codon_model
37	114	N	1.9002	0.0764	3.0812	codon_model
37	115	N	0.9207	0.0693	3.1507	codon_model
37	116	N	1.033	0.1017	3.5725	codon_model
37	117	N	0.7609	0.092	4.2211	codon_model
37	118	N	15.7163	0.0189	0.9726	codon_model
37	119	N	8.3779	0.0235	1.3136	codon_model
37	120	N	0.4189	0.0505	2.183	codon_model
37	121	N	0.382	0.1302	4.0483	codon_model
37	122	N	4.106	0.0886	1.3229	codon_model
37	123	N	0.9652	0.19	2.049	codon_model
37	124	N	3.498	0.1673	1.2309	codon_model
37	125	N	8.6758	0.1118	1.3889	codon_model
37	126	N	2.1237	0.1648	2.2562	codon_model
37	127	N	2.301	0.1759	5.0437	codon_model
37	128	N	1.2137	0.2856	5.4725	codon_model
37	129	N	0.0157	0.0453	1.4564	codon_model
37	130	N	1.4627	0.1156	3.1785	codon_model
37	131	N	2.5762	0.2163	3.543	codon_model
37	132	N	3.1661	0.2272	5.0311	codon_model
37	133	N	1.7618	0.1723	4.5568	codon_model
37	134	N	1.42	0.1647	4.517	codon_model
38	39	N	0.5359	0.149	4.6919	codon_model
38	40	N	2.9854	0.2776	1.3676	codon_model
38	41	N	194.4399	0.068	0.2543	codon_model
38	42	N	0.0013	0.0179	0.66	codon_model
38	43	N	0.0	0.0001	0.0283	codon_model
38	44	N	0.0021	0.0153	0.8724	codon_model
38	45	N	0.6791	0.0187	0.4552	codon_model
38	46	N	3.2759	0.1392	3.2119	codon_model
38	47	N	0.0006	0.1318	3.2662	codon_model
38	48	N	0.3264	0.2585	4.8987	codon_model
38	49	N	7.9593	0.2382	5.2794	codon_model
38	50	N	1.564	0.2874	5.2983	codon_model
38	51	N	0.0433	0.3163	4.9274	codon_model
